timestamp,clean,corrupted,recovered,anomaly_label,anomaly_confidence,anomaly_severity,anomaly_type,radiation_level,corruption_type,corruption_intensity,space_anomaly_label,final_label
0.0,7590.0,7590.0,7590.0,0,0.48860837865066975,none,normal,0.2538558368239699,none,low,0,0
0.0,15337.0,15337.0,3795.0,1,0.716422726302181,medium,burst,0.1839227015815577,none,low,0,0
0.0,6900.0,6900.0,3795.0,1,0.6887922899418676,medium,burst,0.1137910115124226,none,low,0,0
0.0,20124.0,20124.0,3795.0,1,0.7715562281177702,high,burst,0.1404338192802805,none,low,0,0
0.0,8721.0,8721.0,3795.0,1,0.6806858707095925,medium,burst,0.108059980192613,none,low,0,0
0.0,7992.0,7992.0,3795.0,1,0.85,high,burst,0.1486853395881003,power_spike,low,1,1
0.0,22935.0,22935.0,3795.0,1,0.8158839833937829,high,burst,0.1773555042419197,none,low,0,0
0.0,21672.0,21672.0,3795.0,1,0.7596163262755491,high,burst,0.1396107718116024,none,low,0,0
0.0,9072.0,9072.0,3795.0,1,0.6770112559196336,medium,burst,0.2136293792851819,none,low,0,0
0.0,3405.0,3405.0,3795.0,1,0.85,high,burst,0.2044907924042157,position_jump,low,1,1
0.0,21560.0,21560.0,3795.0,1,0.85,high,burst,0.1762545524504331,power_spike,low,1,1
0.0,19393.0,19393.0,3795.0,1,0.7139849457984957,medium,burst,0.2052963095622208,none,low,0,0
0.0,23046.0,23046.0,3795.0,1,0.777926732510296,high,burst,0.1553542616780422,none,low,0,0
0.0,3190.0,3190.0,3795.0,1,0.7526584451771723,high,burst,0.1832016507686104,none,low,0,0
0.0,14006.0,14006.0,3795.0,1,0.712984588174664,medium,burst,0.1556038917220319,none,low,0,0
0.0,0.0,0.0,0.0,0,0.4700238214703387,none,normal,0.1964828454826409,none,low,0,0
0.0,1900.0,1900.0,0.0,1,0.7357093041728144,medium,burst,0.1875832646639497,none,low,0,0
0.0,4704.0,4704.0,0.0,1,0.701105387968678,medium,burst,0.1687955596899997,none,low,0,0
0.0,26488.0,26488.0,0.0,1,0.8717330493948279,high,burst,0.1501623149409759,none,low,0,0
0.0,9475.0,9475.0,0.0,1,0.685705695781909,medium,burst,0.1414906973886155,none,low,0,0
0.0,0.0,0.0,0.0,0,0.46083847725100424,none,normal,0.1286977322797884,none,low,0,0
0.0,2204.0,2204.0,6.0,1,0.7312235078996725,medium,burst,0.1614867790627851,none,low,0,0
0.0,18040.0,18040.0,6.0,1,0.736903715467671,medium,burst,0.1101612387010007,none,low,0,0
0.0,19280.0,19280.0,6.0,1,0.7002340088618707,medium,burst,0.2057089103947017,none,low,0,0
0.0,22220.0,22220.0,6.0,1,0.7363025808344996,medium,burst,0.2014871925816694,none,low,0,0
0.0,4455.0,4455.0,6.0,1,0.7518399908988078,high,burst,0.1840662304626411,none,low,0,0
0.0,16796.0,16796.0,6.0,1,0.7136595081308199,medium,burst,0.1996634603036189,none,low,0,0
0.0,116.0,116.0,6.0,1,0.7672823627936465,high,burst,0.0823718394089966,none,low,0,0
0.0,21340.0,21340.0,6.0,1,0.8177598332534541,high,burst,0.1648348903605005,none,low,0,0
0.0,4940.0,4940.0,6.0,1,0.7304629978675883,medium,burst,0.188483734122967,none,low,0,0
0.0,19604.0,19604.0,6.0,1,0.7553382945114806,high,burst,0.1861940179324153,none,low,0,0
0.0,12.0,12.0,12.0,0,0.42728743780593204,none,normal,0.1239971710726796,none,low,0,0
0.0,5508.0,5508.0,6.0,1,0.7251995382511323,medium,noise,0.1476482352633427,none,low,0,0
0.0,11220.0,11220.0,6.0,1,0.85,high,noise,0.7332632887546939,power_spike,medium,1,1
0.0,0.0,0.0,0.0,0,0.4906527608496569,none,normal,0.1365549480327436,none,low,0,0
0.0,11232.0,11232.0,8450.0,1,0.6693273218645264,medium,burst,0.1437396887626891,none,low,0,0
0.0,4233.0,4233.0,8450.0,1,0.7442039861179996,medium,burst,0.1897594475199058,none,low,0,0
0.0,25694.0,25694.0,8450.0,1,0.839368259229715,high,burst,0.229509524229969,none,low,0,0
0.0,10892.0,10892.0,8450.0,1,0.6881283892271589,medium,burst,0.1858059478468142,none,low,0,0
0.0,18032.0,18032.0,8450.0,1,0.7060051782500373,medium,burst,0.2197719530675049,none,low,0,0
0.0,7714.0,7714.0,8450.0,1,0.85,high,burst,0.2142559517729388,power_spike,low,1,1
0.0,16500.0,16500.0,8450.0,1,0.6904325720141786,medium,burst,0.1385542571209921,none,low,0,0
0.0,5772.0,5772.0,8450.0,1,0.7363785836898424,medium,burst,0.2189334979845368,none,low,0,0
0.0,2296.0,2296.0,8450.0,1,0.7609882519884638,high,burst,0.1973225578696527,none,low,0,0
0.0,26600.0,26600.0,8450.0,1,0.8733937012399079,high,burst,0.0978605380537644,none,low,0,0
0.0,23296.0,23296.0,8450.0,1,0.7763992567868438,high,burst,0.161494210324748,none,low,0,0
0.0,7872.0,7872.0,8450.0,1,0.720015397315785,medium,burst,0.2202500319773086,none,low,0,0
